,SYMBOL,Sector,NSE CODE
1398,ORIENTCER:NS,Metal Fabrication G2,"NSE:ORIENTCER,"
1399,RAJMET:NS,Metal Fabrication G2,"NSE:RAJMET,"
1400,MANAKALUCO:NS,Metal Fabrication G3,"NSE:MANAKALUCO,"
1401,CENTEXT:NS,Metal Fabrication G3,"NSE:CENTEXT,"
1402,GOYALALUM:NS,Metal Fabrication G3,"NSE:GOYALALUM,"
1403,NIBL:NS,Metal Fabrication G3,"NSE:NIBL,"
1404,HINDZINC:NS,Mining/Minerals G1,"NSE:HINDZINC,"
1405,VEDL:NS,Mining/Minerals G1,"NSE:VEDL,"
1406,NMDC:NS,Mining/Minerals G1,"NSE:NMDC,"
1407,HINDCOPPER:NS,Mining/Minerals G1,"NSE:HINDCOPPER,"
1408,GRAVITA:NS,Mining/Minerals G1,"NSE:GRAVITA,"
1409,MMTC:NS,Mining/Minerals G1,"NSE:MMTC,"
1410,GMDCLTD:NS,Mining/Minerals G1,"NSE:GMDCLTD,"
1411,NSLNISP:NS,Mining/Minerals G2,"NSE:NSLNISP,"
1412,SANDUMA:NS,Mining/Minerals G2,"NSE:SANDUMA,"
1413,MOIL:NS,Mining/Minerals G2,"NSE:MOIL,"
1414,ASHAPURMIN:NS,Mining/Minerals G2,"NSE:ASHAPURMIN,"
1415,ORISSAMINE:NS,Mining/Minerals G2,"NSE:ORISSAMINE,"
1416,POCL:NS,Mining/Minerals G2,"NSE:POCL,"
1417,CUBEXTUB:NS,Mining/Minerals G2,"NSE:CUBEXTUB,"
1418,SAGARDEEP:NS,Mining/Minerals G3,"NSE:SAGARDEEP,"
1419,BAJFINANCE:NS,NBFC G1,"NSE:BAJFINANCE,"
1420,PFC:NS,NBFC G1,"NSE:PFC,"
1421,CHOLAFIN:NS,NBFC G1,"NSE:CHOLAFIN,"
1422,SHRIRAMFIN:NS,NBFC G1,"NSE:SHRIRAMFIN,"
1423,RECLTD:NS,NBFC G1,"NSE:RECLTD,"
1424,MUTHOOTFIN:NS,NBFC G1,"NSE:MUTHOOTFIN,"
1425,SBICARD:NS,NBFC G1,"NSE:SBICARD,"
1426,IREDA:NS,NBFC G2,"NSE:IREDA,"
1427,AIIL:NS,NBFC G2,"NSE:AIIL,"
1428,M&MFIN:NS,NBFC G2,"NSE:M&MFIN,"
1429,POONAWALLA:NS,NBFC G2,"NSE:POONAWALLA,"
1430,MANAPPURAM:NS,NBFC G2,"NSE:MANAPPURAM,"
1431,CREDITACC:NS,NBFC G2,"NSE:CREDITACC,"
1432,IFCI:NS,NBFC G2,"NSE:IFCI,"
1433,IIFL:NS,NBFC G3,"NSE:IIFL,"
1434,CGCL:NS,NBFC G3,"NSE:CGCL,"
1435,SUNDARMHLD:NS,NBFC G3,"NSE:SUNDARMHLD,"
1436,MASFIN:NS,NBFC G3,"NSE:MASFIN,"
1437,INDOSTAR:NS,NBFC G3,"NSE:INDOSTAR,"
1438,PAISALO:NS,NBFC G3,"NSE:PAISALO,"
1439,SPANDANA:NS,NBFC G3,"NSE:SPANDANA,"
1440,SATIN:NS,NBFC G4,"NSE:SATIN,"
1441,ARMANFIN:NS,NBFC G4,"NSE:ARMANFIN,"
1442,CIFL:NS,NBFC G4,"NSE:CIFL,"
1443,MUFIN:NS,NBFC G4,"NSE:MUFIN,"
1444,MANBA:NS,NBFC G4,"NSE:MANBA,"
1445,NBIFIN:NS,NBFC G4,"NSE:NBIFIN,"
1446,MANCREDIT:NS,NBFC G4,"NSE:MANCREDIT,"
1447,UYFINCORP:NS,NBFC G5,"NSE:UYFINCORP,"
1448,MAHAPEXLTD:NS,NBFC G5,"NSE:MAHAPEXLTD,"
1449,CAPTRUST:NS,NBFC G5,"NSE:CAPTRUST,"
1450,TFL:NS,NBFC G5,"NSE:TFL,"
1451,HBSL:NS,NBFC G5,"NSE:HBSL,"
1452,BLUECHIP:NS,NBFC G5,"NSE:BLUECHIP,"
1453,TCIFINANCE:NS,NBFC G5,"NSE:TCIFINANCE,"
1454,DCMFINSERV:NS,NBFC G6,"NSE:DCMFINSERV,"
1455,GLFL:NS,NBFC G6,"NSE:GLFL,"
1456,PRABHA:NS,Oil & Gas-Drilling,"NSE:PRABHA,"
1457,JINDRILL:NS,Oil & Gas-Drilling,"NSE:JINDRILL,"
1458,SOUTHWEST:NS,Oil & Gas-Drilling,"NSE:SOUTHWEST,"
1459,ABAN:NS,Oil & Gas-Drilling,"NSE:ABAN,"
1460,MANINDS:NS,Oil & Gas-FieldServices,"NSE:MANINDS,"
1461,ASIANENE:NS,Oil & Gas-FieldServices,"NSE:ASIANENE,"
1462,OILCOUNTUB:NS,Oil & Gas-FieldServices,"NSE:OILCOUNTUB,"
1463,ALPHAGEO:NS,Oil & Gas-FieldServices,"NSE:ALPHAGEO,"
1464,AAKASH:NS,Oil & Gas-FieldServices,"NSE:AAKASH,"
1465,AEGISVOPAK:NS,Oil & Gas-Integrated,"NSE:AEGISVOPAK,"
1466,RELIANCE:NS,Oil & Gas-Integrated,"NSE:RELIANCE,"
1467,DEEPINDS:NS,Oil & Gas-Integrated,"NSE:DEEPINDS,"
1468,LIKHITHA:NS,Oil & Gas-Integrated,"NSE:LIKHITHA,"
1469,AEGISVOPAK:NS,Oil & Gas-Integrated,"NSE:AEGISVOPAK,"
1470,ONGC:NS,Oil & Gas-IntlExpl&Prod,"NSE:ONGC,"
1471,OIL:NS,Oil & Gas-IntlExpl&Prod,"NSE:OIL,"
1472,HINDOILEXP:NS,Oil & Gas-IntlExpl&Prod,"NSE:HINDOILEXP,"
1473,SELAN:NS,Oil & Gas-IntlExpl&Prod,"NSE:SELAN,"
1474,ATL:NS,Oil & Gas-IntlExpl&Prod,"NSE:ATL,"
1475,PRABHA:NS,Oil & Gas-IntlExpl&Prod,"NSE:PRABHA,"
1476,JNKINDIA:NS,Oil & Gas-MachineryEquip,"NSE:JNKINDIA,"
1477,UNIDT:NS,Oil & Gas-MachineryEquip,"NSE:UNIDT,"
1478,IOC:NS,Oil & Gas-Refining & Marketing,"NSE:IOC,"
1479,BPCL:NS,Oil & Gas-Refining & Marketing,"NSE:BPCL,"
1480,HINDPETRO:NS,Oil & Gas-Refining & Marketing,"NSE:HINDPETRO,"
1481,PETRONET:NS,Oil & Gas-Refining & Marketing,"NSE:PETRONET,"
1482,MRPL:NS,Oil & Gas-Refining & Marketing,"NSE:MRPL,"
1483,CHENNPETRO:NS,Oil & Gas-Refining & Marketing,"NSE:CHENNPETRO,"
1484,GANDHAR:NS,Oil & Gas-Refining & Marketing,"NSE:GANDHAR,"
1485,DOLPHIN:NS,Oil & Gas-Refining & Marketing,"NSE:DOLPHIN,"
1486,GULFPETRO:NS,Oil & Gas-Refining & Marketing,"NSE:GULFPETRO,"
1487,VBL:NS,Other Beverages,"NSE:VBL,"
1488,TATACONSUM:NS,Other Beverages,"NSE:TATACONSUM,"
1489,EPL:NS,Packaging G1,"NSE:EPL,"
1490,BORORENEW:NS,Packaging G1,"NSE:BORORENEW,"
1491,AGI:NS,Packaging G1,"NSE:AGI,"
1492,UFLEX:NS,Packaging G1,"NSE:UFLEX,"
1493,TCPLPACK:NS,Packaging G1,"NSE:TCPLPACK,"
1494,COSMOFIRST:NS,Packaging G1,"NSE:COSMOFIRST,"
1495,JINDALPOLY:NS,Packaging G1,"NSE:JINDALPOLY,"
1496,MOLDTKPAC:NS,Packaging G2,"NSE:MOLDTKPAC,"
1497,JAICORPLTD:NS,Packaging G2,"NSE:JAICORPLTD,"
1498,HUHTAMAKI:NS,Packaging G2,"NSE:HUHTAMAKI,"
1499,ARROWGREEN:NS,Packaging G2,"NSE:ARROWGREEN,"
1500,ORICONENT:NS,Packaging G2,"NSE:ORICONENT,"
1501,TPLPLASTEH:NS,Packaging G2,"NSE:TPLPLASTEH,"
1502,SHREERAMA:NS,Packaging G2,"NSE:SHREERAMA,"
1503,KANPRPLA:NS,Packaging G3,"NSE:KANPRPLA,"
1504,COMSYN:NS,Packaging G3,"NSE:COMSYN,"
1505,BALAJEE:NS,Packaging G3,"NSE:BALAJEE,"
1506,HITECHCORP:NS,Packaging G3,"NSE:HITECHCORP,"
1507,BBTCL:NS,Packaging G3,"NSE:BBTCL,"
1508,BKMINDST:NS,Packaging G3,"NSE:BKMINDST,"
1509,WORTH:NS,Packaging G3,"NSE:WORTH,"
1510,EMMBI:NS,Packaging G4,"NSE:EMMBI,"
1511,RPPL:NS,Packaging G4,"NSE:RPPL,"
1512,FIBERWEB:NS,Packaging G4,"NSE:FIBERWEB,"
1513,HINDNATGLS:NS,Packaging G4,"NSE:HINDNATGLS,"
1514,TOKYOPLAST:NS,Packaging G4,"NSE:TOKYOPLAST,"
1515,FLEXITUFF:NS,Packaging G4,"NSE:FLEXITUFF,"
1516,AMDIND:NS,Packaging G4,"NSE:AMDIND,"
1517,ORIENTLTD:NS,Packaging G5,"NSE:ORIENTLTD,"
1518,BALKRISHNA:NS,Packaging G5,"NSE:BALKRISHNA,"
1519,ROLLT:NS,Packaging G5,"NSE:ROLLT,"
1520,PEARLPOLY:NS,Packaging G5,"NSE:PEARLPOLY,"
1521,ANTGRAPHIC:NS,Packaging G5,"NSE:ANTGRAPHIC,"
1522,ASIANPAINT:NS,Paints G1,"NSE:ASIANPAINT,"
1523,BERGEPAINT:NS,Paints G1,"NSE:BERGEPAINT,"
1524,KANSAINER:NS,Paints G1,"NSE:KANSAINER,"
1525,AKZOINDIA:NS,Paints G1,"NSE:AKZOINDIA,"
1526,INDIGOPNTS:NS,Paints G1,"NSE:INDIGOPNTS,"
1527,SIRCA:NS,Paints G1,"NSE:SIRCA,"
1528,SHALPAINTS:NS,Paints G1,"NSE:SHALPAINTS,"
1529,KAMOPAINTS:NS,Paints G2,"NSE:KAMOPAINTS,"
1530,HINDCON:NS,Paints G2,"NSE:HINDCON,"
1531,SANGINITA:NS,Paints G2,"NSE:SANGINITA,"
1532,ABREL:NS,Paper & Paper Products G1,"NSE:ABREL,"
1533,DOMS:NS,Paper & Paper Products G1,"NSE:DOMS,"
1534,JKPAPER:NS,Paper & Paper Products G1,"NSE:JKPAPER,"
1535,WSTCSTPAPR:NS,Paper & Paper Products G1,"NSE:WSTCSTPAPR,"
1536,SESHAPAPER:NS,Paper & Paper Products G1,"NSE:SESHAPAPER,"
1537,ANDHRAPAP:NS,Paper & Paper Products G1,"NSE:ANDHRAPAP,"
1538,TNPL:NS,Paper & Paper Products G1,"NSE:TNPL,"
1539,KUANTUM:NS,Paper & Paper Products G2,"NSE:KUANTUM,"
1540,PDMJEPAPER:NS,Paper & Paper Products G2,"NSE:PDMJEPAPER,"
1541,SATIA:NS,Paper & Paper Products G2,"NSE:SATIA,"
1542,PAKKA:NS,Paper & Paper Products G2,"NSE:PAKKA,"
1543,ORIENTPPR:NS,Paper & Paper Products G2,"NSE:ORIENTPPR,"
1544,RAMANEWS:NS,Paper & Paper Products G2,"NSE:RAMANEWS,"
1545,EMAMIPAP:NS,Paper & Paper Products G2,"NSE:EMAMIPAP,"
1546,GENUSPAPER:NS,Paper & Paper Products G3,"NSE:GENUSPAPER,"
1547,NRAIL:NS,Paper & Paper Products G3,"NSE:NRAIL,"
1548,RUCHIRA:NS,Paper & Paper Products G3,"NSE:RUCHIRA,"
1549,SHREYANIND:NS,Paper & Paper Products G3,"NSE:SHREYANIND,"
1550,STARPAPER:NS,Paper & Paper Products G3,"NSE:STARPAPER,"
1551,MAGNUM:NS,Paper & Paper Products G3,"NSE:MAGNUM,"
1552,SUNDARAM:NS,Paper & Paper Products G3,"NSE:SUNDARAM,"
1553,ASTRON:NS,Paper & Paper Products G4,"NSE:ASTRON,"
1554,MALUPAPER:NS,Paper & Paper Products G4,"NSE:MALUPAPER,"
1555,SHRENIK:NS,Paper & Paper Products G4,"NSE:SHRENIK,"
1556,HINDUNILVR:NS,Personal Care G1,"NSE:HINDUNILVR,"
1557,GODREJCP:NS,Personal Care G1,"NSE:GODREJCP,"
1558,MARICO:NS,Personal Care G1,"NSE:MARICO,"
1559,DABUR:NS,Personal Care G1,"NSE:DABUR,"
1560,COLPAL:NS,Personal Care G1,"NSE:COLPAL,"
1561,NYKAA:NS,Personal Care G1,"NSE:NYKAA,"
1562,PGHH:NS,Personal Care G1,"NSE:PGHH,"
1563,AWL:NS,Personal Care G2,"NSE:AWL,"
1564,GILLETTE:NS,Personal Care G2,"NSE:GILLETTE,"
1565,EMAMILTD:NS,Personal Care G2,"NSE:EMAMILTD,"
1566,JYOTHYLAB:NS,Personal Care G2,"NSE:JYOTHYLAB,"
1567,HONASA:NS,Personal Care G2,"NSE:HONASA,"
1568,SHK:NS,Personal Care G2,"NSE:SHK,"
1569,CUPID:NS,Personal Care G2,"NSE:CUPID,"
1570,BAJAJCON:NS,Personal Care G3,"NSE:BAJAJCON,"
1571,OAL:NS,Personal Care G3,"NSE:OAL,"
1572,KAYA:NS,Personal Care G3,"NSE:KAYA,"
1573,JHS:NS,Personal Care G3,"NSE:JHS,"
1574,AMBICAAGAR:NS,Personal Care G3,"NSE:AMBICAAGAR,"
1575,RETAIL:NS,Personal Care G3,"NSE:RETAIL,"
1576,SPLPETRO:NS,Petrochemicals G1,"NSE:SPLPETRO,"
1577,CHEMPLASTS:NS,Petrochemicals G1,"NSE:CHEMPLASTS,"
1578,STYRENIX:NS,Petrochemicals G1,"NSE:STYRENIX,"
1579,RAIN:NS,Petrochemicals G1,"NSE:RAIN,"
1580,SOTL:NS,Petrochemicals G1,"NSE:SOTL,"
1581,DCW:NS,Petrochemicals G1,"NSE:DCW,"
1582,PANAMAPET:NS,Petrochemicals G1,"NSE:PANAMAPET,"
1583,AGARIND:NS,Petrochemicals G2,"NSE:AGARIND,"
1584,PLATIND:NS,Petrochemicals G2,"NSE:PLATIND,"
1585,MANALIPETC:NS,Petrochemicals G2,"NSE:MANALIPETC,"
1586,KOTHARIPET:NS,Petrochemicals G2,"NSE:KOTHARIPET,"
1587,GOACARBON:NS,Petrochemicals G2,"NSE:GOACARBON,"
1588,DIAMINESQ:NS,Petrochemicals G2,"NSE:DIAMINESQ,"
1589,SAH:NS,Petrochemicals G2,"NSE:SAH,"
1590,KSHITIJPOL:NS,Petrochemicals G2,"NSE:KSHITIJPOL,"
1591,SUNPHARMA:NS,PharmaceuticalsG1,"NSE:SUNPHARMA,"
1592,DIVISLAB:NS,PharmaceuticalsG1,"NSE:DIVISLAB,"
1593,CIPLA:NS,PharmaceuticalsG1,"NSE:CIPLA,"
1594,TORNTPHARM:NS,PharmaceuticalsG1,"NSE:TORNTPHARM,"
1595,ZYDUSLIFE:NS,PharmaceuticalsG1,"NSE:ZYDUSLIFE,"
1596,LUPIN:NS,PharmaceuticalsG1,"NSE:LUPIN,"
1597,AUROPHARMA:NS,PharmaceuticalsG1,"NSE:AUROPHARMA,"
1598,GLENMARK:NS,PharmaceuticalsG2,"NSE:GLENMARK,"
1599,IPCALAB:NS,PharmaceuticalsG2,"NSE:IPCALAB,"
1600,AJANTPHARM:NS,PharmaceuticalsG2,"NSE:AJANTPHARM,"
1601,GLAND:NS,PharmaceuticalsG2,"NSE:GLAND,"
1602,COHANCE:NS,PharmaceuticalsG2,"NSE:COHANCE,"
1603,EMCURE:NS,PharmaceuticalsG2,"NSE:EMCURE,"
1604,WOCKPHARMA:NS,PharmaceuticalsG2,"NSE:WOCKPHARMA,"
1605,ONESOURCE:NS,PharmaceuticalsG3,"NSE:ONESOURCE,"
1606,APLLTD:NS,PharmaceuticalsG3,"NSE:APLLTD,"
1607,CAPLIPOINT:NS,PharmaceuticalsG3,"NSE:CAPLIPOINT,"
1608,SAILIFE:NS,PharmaceuticalsG3,"NSE:SAILIFE,"
1609,SANOFI:NS,PharmaceuticalsG3,"NSE:SANOFI,"
1610,PGHL:NS,PharmaceuticalsG3,"NSE:PGHL,"
1611,AKUMS:NS,PharmaceuticalsG3,"NSE:AKUMS,"
1612,STAR:NS,PharmaceuticalsG4,"NSE:STAR,"
1613,ENTERO:NS,PharmaceuticalsG4,"NSE:ENTERO,"
1614,GUFICBIO:NS,PharmaceuticalsG4,"NSE:GUFICBIO,"
1615,GUJTHEM:NS,PharmaceuticalsG4,"NSE:GUJTHEM,"
1616,PANACEABIO:NS,PharmaceuticalsG4,"NSE:PANACEABIO,"
1617,SENORES:NS,PharmaceuticalsG4,"NSE:SENORES,"
1618,SMSPHARMA:NS,PharmaceuticalsG4,"NSE:SMSPHARMA,"
1619,AMRUTANJAN:NS,PharmaceuticalsG5,"NSE:AMRUTANJAN,"
1620,BLISSGVS:NS,PharmaceuticalsG5,"NSE:BLISSGVS,"
1621,THEMISMED:NS,PharmaceuticalsG5,"NSE:THEMISMED,"
1622,ANUHPHR:NS,PharmaceuticalsG5,"NSE:ANUHPHR,"
1623,WANBURY:NS,PharmaceuticalsG5,"NSE:WANBURY,"
1624,NECLIFE:NS,PharmaceuticalsG5,"NSE:NECLIFE,"
1625,MEDICAMEQ:NS,PharmaceuticalsG5,"NSE:MEDICAMEQ,"
1626,INDSWFTLAB:NS,PharmaceuticalsG6,"NSE:INDSWFTLAB,"
1627,ALBERTDAVD:NS,PharmaceuticalsG6,"NSE:ALBERTDAVD,"
1628,BROOKS:NS,PharmaceuticalsG6,"NSE:BROOKS,"
1629,ZIMLAB:NS,PharmaceuticalsG6,"NSE:ZIMLAB,"
1630,LYKALABS:NS,PharmaceuticalsG6,"NSE:LYKALABS,"
1631,BALAXI:NS,PharmaceuticalsG6,"NSE:BALAXI,"
1632,NATCAPSUQ:NS,PharmaceuticalsG6,"NSE:NATCAPSUQ,"
1633,AMANTA:NS,PharmaceuticalsG7,"NSE:AMANTA,"
1634,AHCL:NS,PharmaceuticalsG7,"NSE:AHCL,"
1635,JSLL:NS,PharmaceuticalsG7,"NSE:JSLL,"
1636,ANTHEM:NS,PharmaceuticalsG7,"NSE:ANTHEM,"
1637,ONESOURCE:NS,PharmaceuticalsG7,"NSE:ONESOURCE,"
1638,ALPA:NS,PharmaceuticalsG7,"NSE:ALPA,"
1639,BAFNAPH:NS,PharmaceuticalsG7,"NSE:BAFNAPH,"
1640,KREBSBIO:NS,PharmaceuticalsG7,"NSE:KREBSBIO,"
1641,MANGALAM:NS,PharmaceuticalsG7,"NSE:MANGALAM,"
1642,IONEXCHANG:NS,PollutionControl,"NSE:IONEXCHANG,"
1643,NRL:NS,PollutionControl,"NSE:NRL,"
1644,NTPC:NS,PowerGeneration&DistributionG1,"NSE:NTPC,"
1645,POWERGRID:NS,PowerGeneration&DistributionG1,"NSE:POWERGRID,"
1646,ADANIPOWER:NS,PowerGeneration&DistributionG1,"NSE:ADANIPOWER,"
1647,TATAPOWER:NS,PowerGeneration&DistributionG1,"NSE:TATAPOWER,"
1648,ADANIENSOL:NS,PowerGeneration&DistributionG1,"NSE:ADANIENSOL,"
1649,NTPCGREEN:NS,PowerGeneration&DistributionG1,"NSE:NTPCGREEN,"
1650,JSWENERGY:NS,PowerGeneration&DistributionG1,"NSE:JSWENERGY,"
1651,TORNTPOWER:NS,PowerGeneration&DistributionG2,"NSE:TORNTPOWER,"
1652,NLCINDIA:NS,PowerGeneration&DistributionG2,"NSE:NLCINDIA,"
1653,RPOWER:NS,PowerGeneration&DistributionG2,"NSE:RPOWER,"
1654,CESC:NS,PowerGeneration&DistributionG2,"NSE:CESC,"
1655,ACMESOLAR:NS,PowerGeneration&DistributionG2,"NSE:ACMESOLAR,"
1656,RELINFRA:NS,PowerGeneration&DistributionG2,"NSE:RELINFRA,"
1657,PTC:NS,PowerGeneration&DistributionG2,"NSE:PTC,"
1658,VIKRAMSOLR:NS,PowerGeneration&DistributionG3,"NSE:VIKRAMSOLR,"
1659,GIPCL:NS,PowerGeneration&DistributionG3,"NSE:GIPCL,"
1660,RELTD:NS,PowerGeneration&DistributionG3,"NSE:RELTD,"
1661,KARMAENG:NS,PowerGeneration&DistributionG3,"NSE:KARMAENG,"
1662,NTL:NS,PowerGeneration&DistributionG3,"NSE:NTL,"
1663,MPSLTD:NS,PrintMediaG1,"NSE:MPSLTD,"
1664,DBCORP:NS,PrintMediaG1,"NSE:DBCORP,"
1665,NAVNETEDUL:NS,PrintMediaG1,"NSE:NAVNETEDUL,"
1666,JAGRAN:NS,PrintMediaG1,"NSE:JAGRAN,"
1667,SANDESH:NS,PrintMediaG1,"NSE:SANDESH,"
1668,SCHAND:NS,PrintMediaG1,"NSE:SCHAND,"
1669,HMVL:NS,PrintMediaG1,"NSE:HMVL,"
1670,HTMEDIA:NS,PrintMediaG2,"NSE:HTMEDIA,"
1671,DGCONTENT:NS,PrintMediaG2,"NSE:DGCONTENT,"
1672,SAMBHAAV:NS,PrintMediaG2,"NSE:SAMBHAAV,"
1673,KEEPLEARN:NS,PrintMediaG2,"NSE:KEEPLEARN,"
1674,INFOMEDIA:NS,PrintMediaG2,"NSE:INFOMEDIA,"
1675,CYBERMEDIA:NS,PrintMediaG2,"NSE:CYBERMEDIA,"
1676,HDFCBANK:NS,PrivateBanksG1,"NSE:HDFCBANK,"
1677,ICICIBANK:NS,PrivateBanksG1,"NSE:ICICIBANK,"
1678,KOTAKBANK:NS,PrivateBanksG1,"NSE:KOTAKBANK,"
1679,AXISBANK:NS,PrivateBanksG1,"NSE:AXISBANK,"
1680,IDBI:NS,PrivateBanksG1,"NSE:IDBI,"
1681,YESBANK:NS,PrivateBanksG1,"NSE:YESBANK,"
1682,INDUSINDBK:NS,PrivateBanksG1,"NSE:INDUSINDBK,"
1683,AUBANK:NS,PrivateBanksG2,"NSE:AUBANK,"
1684,FEDERALBNK:NS,PrivateBanksG2,"NSE:FEDERALBNK,"
1685,IDFCFIRSTB:NS,PrivateBanksG2,"NSE:IDFCFIRSTB,"
1686,BANDHANBNK:NS,PrivateBanksG2,"NSE:BANDHANBNK,"
1687,KARURVYSYA:NS,PrivateBanksG2,"NSE:KARURVYSYA,"
1688,CUB:NS,PrivateBanksG2,"NSE:CUB,"
1689,RBLBANK:NS,PrivateBanksG2,"NSE:RBLBANK,"
1690,J&KBANK:NS,PrivateBanksG3,"NSE:J&KBANK,"
1691,UJJIVANSFB:NS,PrivateBanksG3,"NSE:UJJIVANSFB,"
1692,SOUTHBANK:NS,PrivateBanksG3,"NSE:SOUTHBANK,"
1693,KTKBANK:NS,PrivateBanksG3,"NSE:KTKBANK,"
1694,EQUITASBNK:NS,PrivateBanksG3,"NSE:EQUITASBNK,"
1695,TMB:NS,PrivateBanksG3,"NSE:TMB,"
1696,CSBBANK:NS,PrivateBanksG3,"NSE:CSBBANK,"
1697,JSFB:NS,PrivateBanksG4,"NSE:JSFB,"
1698,DCBBANK:NS,PrivateBanksG4,"NSE:DCBBANK,"
1699,UTKARSHBNK:NS,PrivateBanksG4,"NSE:UTKARSHBNK,"
1700,SURYODAY:NS,PrivateBanksG4,"NSE:SURYODAY,"
1701,CAPITALSFB:NS,PrivateBanksG4,"NSE:CAPITALSFB,"
1702,DHANBANK:NS,PrivateBanksG4,"NSE:DHANBANK,"
1703,SBIN:NS,PSUBanksG1,"NSE:SBIN,"
1704,BANKBARODA:NS,PSUBanksG1,"NSE:BANKBARODA,"
1705,PNB:NS,PSUBanksG1,"NSE:PNB,"
1706,UNIONBANK:NS,PSUBanksG1,"NSE:UNIONBANK,"
1707,CANBK:NS,PSUBanksG1,"NSE:CANBK,"
1708,INDIANB:NS,PSUBanksG1,"NSE:INDIANB,"
1709,IOB:NS,PSUBanksG1,"NSE:IOB,"
1710,BANKINDIA:NS,PSUBanksG2,"NSE:BANKINDIA,"
1711,MAHABANK:NS,PSUBanksG2,"NSE:MAHABANK,"
1712,UCOBANK:NS,PSUBanksG2,"NSE:UCOBANK,"
1713,CENTRALBK:NS,PSUBanksG2,"NSE:CENTRALBK,"
1714,PSB:NS,PSUBanksG2,"NSE:PSB,"
1715,FINOPB:NS,PSUBanksG2,"NSE:FINOPB,"
1716,KSB:NS,Pumps,"NSE:KSB,"
1717,KIRLOSBROS:NS,Pumps,"NSE:KIRLOSBROS,"
1718,SHAKTIPUMP:NS,Pumps,"NSE:SHAKTIPUMP,"
1719,ROTO:NS,Pumps,"NSE:ROTO,"
1720,LATTEYS:NS,Pumps,"NSE:LATTEYS,"
1721,OSWALPUMPS:NS,Pumps,"NSE:OSWALPUMPS,"
1722,IRFC:NS,Railways,"NSE:IRFC,"
1723,RVNL:NS,Railways,"NSE:RVNL,"
1724,IRCON:NS,Railways,"NSE:IRCON,"
1725,JWL:NS,Railways,"NSE:JWL,"
1726,RITES:NS,Railways,"NSE:RITES,"
1727,RAILTEL:NS,Railways,"NSE:RAILTEL,"
1728,TITAGARH:NS,Railways,"NSE:TITAGARH,"
1729,TEXRAIL:NS,Railways,"NSE:TEXRAIL,"
1730,DLF:NS,RealEstateG1,"NSE:DLF,"
1731,LODHA:NS,RealEstateG1,"NSE:LODHA,"
1732,GODREJPROP:NS,RealEstateG1,"NSE:GODREJPROP,"
1733,PRESTIGE:NS,RealEstateG1,"NSE:PRESTIGE,"
1734,OBEROIRLTY:NS,RealEstateG1,"NSE:OBEROIRLTY,"
1735,PHOENIXLTD:NS,RealEstateG1,"NSE:PHOENIXLTD,"
1736,BRIGADE:NS,RealEstateG1,"NSE:BRIGADE,"
1737,ANANTRAJ:NS,RealEstateG2,"NSE:ANANTRAJ,"
1738,VENTIVE:NS,RealEstateG2,"NSE:VENTIVE,"
1739,SOBHA:NS,RealEstateG2,"NSE:SOBHA,"
1740,EMBDL:NS,RealEstateG2,"NSE:EMBDL,"
1741,DBREALTY:NS,RealEstateG2,"NSE:DBREALTY,"
1742,GANESHHOUC:NS,RealEstateG2,"NSE:GANESHHOUC,"
1743,MAXESTATES:NS,RealEstateG2,"NSE:MAXESTATES,"
1744,MAHLIFE:NS,RealEstateG2,"NSE:MAHLIFE,"
1745,NESCO:NS,RealEstateG3,"NSE:NESCO,"
1746,SUNTECK:NS,RealEstateG3,"NSE:SUNTECK,"
1747,PURVA:NS,RealEstateG3,"NSE:PURVA,"
1748,KIRLOSIND:NS,RealEstateG3,"NSE:KIRLOSIND,"
1749,HEMIPROP:NS,RealEstateG3,"NSE:HEMIPROP,"
1750,ARKADE:NS,RealEstateG3,"NSE:ARKADE,"
1751,KOLTEPATIL:NS,RealEstateG3,"NSE:KOLTEPATIL,"
1752,ARVSMART:NS,RealEstateG3,"NSE:ARVSMART,"
1753,MARATHON:NS,RealEstateG4,"NSE:MARATHON,"
1754,SCILAL:NS,RealEstateG4,"NSE:SCILAL,"
1755,HUBTOWN:NS,RealEstateG4,"NSE:HUBTOWN,"
1756,DREDGECORP:NS,RealEstateG4,"NSE:DREDGECORP,"
1757,OMAXE:NS,RealEstateG4,"NSE:OMAXE,"
1758,UNITECH:NS,RealEstateG4,"NSE:UNITECH,"
1759,SHRIRAMPPS:NS,RealEstateG4,"NSE:SHRIRAMPPS,"
1760,ARIHANTSUP:NS,RealEstateG4,"NSE:ARIHANTSUP,"
1761,TEXINFRA:NS,RealEstateG5,"NSE:TEXINFRA,"
1762,OSWALGREEN:NS,RealEstateG5,"NSE:OSWALGREEN,"
1763,PENINLAND:NS,RealEstateG5,"NSE:PENINLAND,"
1764,PARSVNATH:NS,RealEstateG5,"NSE:PARSVNATH,"
1765,ZUARIIND:NS,RealEstateG5,"NSE:ZUARIIND,"
1766,GEECEE:NS,RealEstateG5,"NSE:GEECEE,"
1767,TREL:NS,RealEstateG5,"NSE:TREL,"
1768,ELDEHSG:NS,RealEstateG5,"NSE:ELDEHSG,"
1769,SBGLP:NS,RealEstateG6,"NSE:SBGLP,"
1770,PVP:NS,RealEstateG6,"NSE:PVP,"
1771,PROZONER:NS,RealEstateG6,"NSE:PROZONER,"
1772,NILAINFRA:NS,RealEstateG6,"NSE:NILAINFRA,"
